LoanRange,BusinessName,Address,City,State,Zip,BusinessType,JobsRetained,DateApproved,Lender
"d $350,000-1 million",PEDIATRIC THERAPY CLINIC INC,708 Broadwater,BILLINGS,MT,59101,Subchapter S Corporation,63,04/14/2020,First Interstate Bank
"d $350,000-1 million",PELLA WINDOWS AND DOORS,2520 Grand Ave,BILLINGS,MT,59102,Subchapter S Corporation,40,04/13/2020,First Interstate Bank
"d $350,000-1 million","PETER ENTERPRISES, INC.",106 South Broadway,MANHATTAN,MT,59741,Subchapter S Corporation,57,04/08/2020,Manhattan Bank
"d $350,000-1 million","PETERSON GROUP MONTANA, LLC",PO BOX 3962,MISSOULA,MT,59806,Limited  Liability Company(LLC),67,04/03/2020,Farmers State Bank
"d $350,000-1 million",PHILLIPS COUNTY HOSPITAL ASSC.,311 S. 8th Ave. East,MALTA,MT,59538,Non-Profit Organization,75,04/10/2020,"Bank of Bridger, National Association"
"d $350,000-1 million","PINE COVE CONSULTING, LLC","2135 Charlotte St., Ste 2",BOZEMAN,MT,59718,Limited  Liability Company(LLC),22,04/03/2020,American Bank
"d $350,000-1 million",PIONEER MEDICAL CENTER,301 W 7TH AVE,BIG TIMBER,MT,59011,Non-Profit Organization,71,04/13/2020,First Interstate Bank
"d $350,000-1 million","PLANNED AND ENGINEERED CONSTRUCTION, INC.",3400 Centennial Drive,HELENA,MT,59602,Subchapter S Corporation,19,04/29/2020,First Interstate Bank
"d $350,000-1 million",PLANT SERVICES INC,2122 N 9th Rd,WORDEN,MT,59088,Subchapter S Corporation,53,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million","PLASTICS DESIGN, MANUFACTURE & MARKETING",210 WOODEN SHOE LN,MANHATTAN,MT,59741,Corporation,48,04/09/2020,Rocky Mountain Bank
"d $350,000-1 million","POTEET CONSTRUCTION, INC.",3460 GRANT CREEK RD,MISSOULA,MT,59808,Corporation,25,04/03/2020,Glacier Bank
"d $350,000-1 million",POWER TOWNSEND,1387 E. Custer Avenue,HELENA,MT,59601,Corporation,53,04/08/2020,First Interstate Bank
"d $350,000-1 million",PRECISION PLUMBING & HEATING INC,304 S 25TH ST,BILLINGS,MT,59101,Corporation,49,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million","PRG CONSTRUCTION, LLC",36 CENTER LN,BIG SKY,MT,59716,Limited  Liability Company(LLC),27,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",PRO CO-OP,PO BOX 847,SCOBEY,MT,59263,Corporation,57,04/15/2020,Independence Bank
"d $350,000-1 million","PROFITABLE IDEAS, INC.",815 MANLEY RD STE A,BOZEMAN,MT,59715,Subchapter S Corporation,36,04/06/2020,Glacier Bank
"d $350,000-1 million",PROOF RESEARCH INC.,10 WESTERN VILLAGE LN,COLUMBIA FALLS,MT,59912,Corporation,82,04/05/2020,Glacier Bank
"d $350,000-1 million",PSTB LLC,218 E. FRONT ST,MISSOULA,MT,59802,Limited  Liability Company(LLC),206,04/07/2020,Manufacturers Bank
"d $350,000-1 million",PUREVIEW HEALTH CENTER,1930 9TH AVE,HELENA,MT,59601,Non-Profit Organization,58,04/08/2020,Glacier Bank
"d $350,000-1 million",QUALITY CONSTRUCTION CO.,875 SWEENEY CREEK LOOP,FLORENCE,MT,59833,Subchapter S Corporation,33,04/04/2020,TrailWest Bank
"d $350,000-1 million",QUARTER CIRCLE LA RANCHES INC.,150 FLATHEAD LODGE RD,BIGFORK,MT,59911,Subchapter S Corporation,47,04/05/2020,Glacier Bank
"d $350,000-1 million",QUIQ INC,22 S. GRAND AVE,BOZEMAN,MT,59715,Corporation,41,04/15/2020,Stockman Bank of Montana
"d $350,000-1 million",R & K TRUCKING OF MONTANA INC,1010 Stanley Street,HELENA,MT,59601,Corporation,36,04/10/2020,First Community Bank
"d $350,000-1 million","R B & C GRAIN, INC.",532 Klenck Ln,BILLINGS,MT,59101,Corporation,27,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million",R E MILLER AND SONS INC,15 Ramshorn,DILLON,MT,59725,Corporation,0,04/04/2020,The Bank of Commerce
"d $350,000-1 million","R&R CONNER AVIATION, LLC",5055 Sawmill Lane,CONNER,MT,59827,Limited  Liability Company(LLC),34,04/04/2020,TrailWest Bank
"d $350,000-1 million","R. DAVIDSON MASONRY, INC.",80650 GALLATIN RD,BOZEMAN,MT,59718,Subchapter S Corporation,55,04/06/2020,Glacier Bank
"d $350,000-1 million","RANGITSCH BROTHERS, LLC",2001 W Broadway,MISSOULA,MT,59808,Limited  Liability Company(LLC),35,04/03/2020,Glacier Bank
"d $350,000-1 million","RAVALLI COUNTY ELECTRIC COOPERATIVE, INC",143 BELL XING,VICTOR,MT,59875,Cooperative,31,04/14/2020,TrailWest Bank
"d $350,000-1 million",RAYMOND CORCORAN TRUCKING INC,532 Klenck Ln,BILLINGS,MT,59101,Corporation,44,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million",REACH INC,322 GALLATIN PARK DR,BOZEMAN,MT,59715,Corporation,78,04/27/2020,Glacier Bank
"d $350,000-1 million",RED LODGE GRIZZLY PEAK,305 Ski Run Road,RED LODGE,MT,59068,Corporation,73,04/07/2020,"Bank of Bridger, National Association"
"d $350,000-1 million","RED MOUNTAIN TRUCK LINES, INC.",8790 US HIGHWAY 10,BUTTE,MT,59701,Corporation,44,04/04/2020,"First Montana Bank, Inc."
"d $350,000-1 million","REFORM HEALTH & REHAB, LLC","690 N MERIDIAN RD, SUITE 201",KALISPELL,MT,59901,Limited  Liability Company(LLC),15,04/09/2020,First Interstate Bank
"d $350,000-1 million",REGION IV FAMILY OUTREACH,1236 HELENA AVE,HELENA,MT,59601,Non-Profit Organization,222,04/08/2020,Glacier Bank
"d $350,000-1 million",RELIABLE ENTERPRISES INC,80085 Gallatin Rd Ste 1,BOZEMAN,MT,59718,Corporation,32,04/04/2020,Bank of the Rockies
"d $350,000-1 million","RESERVATIONS OPERATIONS CENTER, LLC",112 Cooperative Way,KALISPELL,MT,59901,Limited  Liability Company(LLC),42,04/04/2020,American Bank
"d $350,000-1 million",RESIDENTIAL SUPPORT SERVICES,2110 OVERLAND AVE STE 128,BILLINGS,MT,59102,Non-Profit Organization,148,04/16/2020,First Interstate Bank
"d $350,000-1 million",RESODYN CORPORATION,130 N MAIN ST,BUTTE,MT,59701,Corporation,29,04/06/2020,"First Montana Bank, Inc."
"d $350,000-1 million","RESOURCE, SUPPORT AND DEVELOPMENT, INC.","2110 OVERLAND AVE, STE 126",BILLINGS,MT,59102,Non-Profit Organization,115,04/09/2020,Glacier Bank
"d $350,000-1 million",REX BEVERAGE COMPANY,2401 MONTANA AVE,BILLINGS,MT,59101,Subchapter S Corporation,48,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",RICH'S FOODTOWN INC,701 1st Ave N,GREAT FALLS,MT,59401,Subchapter S Corporation,106,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million",RICHLAND PUMP & SUPPLY,1511 S CENTRAL AVE,SIDNEY,MT,59270,Corporation,24,04/09/2020,Stockman Bank of Montana
"d $350,000-1 million",RIMROCK PEDIATRIC DENTISTRY PLLC,1601 Zimmerman trail,BILLINGS,MT,59102,Limited  Liability Company(LLC),28,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",RIVER DESIGN GROUP INC,236 WISCONSIN AVE,WHITEFISH,MT,59937,Corporation,23,04/15/2020,Glacier Bank
"d $350,000-1 million",RL ARMACOST INC,422 9th ST S,GREAT FALLS,MT,59403,Corporation,25,04/14/2020,First Interstate Bank
"d $350,000-1 million","ROBERT PECCIA & ASSOCIATES, INC",825 W CUSTER AVE,HELENA,MT,59602,Corporation,69,04/27/2020,Glacier Bank
"d $350,000-1 million","ROBERTS, INC.",525 MOORE LN,BILLINGS,MT,59101,Corporation,51,04/03/2020,Glacier Bank
"d $350,000-1 million","ROCK CREEK CATTLE COMPANY, LTD",105 Pauly Drive,DEER LODGE,MT,59722,Limited Liability Partnership,185,04/05/2020,City National Bank
"d $350,000-1 million",ROCKY MOUNTAIN EAR NOSE & THROAT CENTER PC,700 W Kent,MISSOULA,MT,59801,Corporation,34,04/09/2020,First Interstate Bank
"d $350,000-1 million","ROCKY MOUNTAIN EYE CENTER, P.C.",700 West Kent,MISSOULA,MT,59801,Corporation,34,04/07/2020,First Interstate Bank
"d $350,000-1 million","ROCKY MOUNTAIN RIBS, INC.",2038 OVERLAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,128,04/04/2020,The Yellowstone Bank
"d $350,000-1 million","ROSEBUD COMMUNITY HOSPITAL, INC.",383 N 17th Ave,FORSYTH,MT,59327,Corporation,120,04/08/2020,First State Bank of Forsyth
"d $350,000-1 million","ROTHERHAM CONSTRUCTION, INC",240 Falcon Lane,BOZEMAN,MT,59718,Corporation,25,04/06/2020,First Interstate Bank
"d $350,000-1 million",ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST West,ROUNDUP,MT,59072,Non-Profit Organization,72,04/08/2020,First Security Bank of Roundup
"d $350,000-1 million","RUBICON DENTAL ASSOCIATES, PLLC",1234 Avenue C,BILLINGS,MT,59102,Limited  Liability Company(LLC),99,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",RUBY VALLEY HOSPITAL,321 Madison Street PO Box 336,SHERIDAN,MT,59749,Non-Profit Organization,88,04/10/2020,Opportunity Bank of Montana
"d $350,000-1 million","S & K SECURITY GROUP, LLC","63066 OLD HWY 93, SUITE S-1",SAINT IGNATIUS,MT,59865,Limited  Liability Company(LLC),27,04/09/2020,First Interstate Bank
"d $350,000-1 million","S&K ELECTRONICS, INC.",56301 US HIGHWAY 93,RONAN,MT,59864,Corporation,89,04/13/2020,Glacier Bank
"d $350,000-1 million","S. CONLEY SALES, INC.",384 GALLATIN PARK DR,BOZEMAN,MT,59715,Subchapter S Corporation,10,04/04/2020,Glacier Bank
"d $350,000-1 million","S.A.C.S. TRUCKING, INC.",9000 CARTAGE RD,MISSOULA,MT,59808,Corporation,39,04/07/2020,Farmers State Bank
"d $350,000-1 million",SANDRY CONSTRUCTION COMPANY INC,200 Basin View Rd,BIGFORK,MT,59911,Subchapter S Corporation,27,04/12/2020,First Interstate Bank
"d $350,000-1 million","SCHELLINGER CONSTRUCTION CO, INC.",250 Truck Route,COLUMBIA FALLS,MT,59912,Corporation,125,04/15/2020,American Bank
"d $350,000-1 million","SCHLAUCH-BOTTCHER CONSTRUCTION, INC.",2010 Gilkerson DRive,BOZEMAN,MT,59715,Subchapter S Corporation,100,04/03/2020,American Bank
"d $350,000-1 million",SCHLENKER AND MCKITTRICK ARCHITECTS PC,920 FRONT ST STE 101,HELENA,MT,59601,Corporation,26,04/03/2020,Glacier Bank
"d $350,000-1 million","SDM, INC",2750 Palmer Street,MISSOULA,MT,59808,Corporation,109,04/16/2020,First Interstate Bank
"d $350,000-1 million",SEMONT TRAVEL INC.,18 6th St N,GREAT FALLS,MT,59401,Subchapter S Corporation,52,04/06/2020,United Bank of El Paso del Norte
"d $350,000-1 million",SERENITY LIVING INC.,2320 15TH AVE SOUTH,GREAT FALLS,MT,59405,Corporation,75,04/03/2020,Glacier Bank
"d $350,000-1 million",SHADOW ASPHALT INC,8865 ROLLER COASTER RD,MISSOULA,MT,59808,Corporation,50,04/03/2020,Glacier Bank
"d $350,000-1 million",SHALE CREEK LLC,1001 S Main St,KALISPELL,MT,59901,Limited  Liability Company(LLC),26,04/14/2020,"TransPecos Banks, SSB."
"d $350,000-1 million",SHARBERT ENTERPRISES INC.,237 E MAIN ST,BOZEMAN,MT,59715,Corporation,31,04/09/2020,Glacier Bank
"d $350,000-1 million",SHELBY DISTRIBUTORS LLC,1011 Broadwater Drive,GREAT FALLS,MT,59404,Partnership,73,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",SHUMAKER TRUCKING & EXCAVATING CONTRACTORS INC.,3501 US Highway 87,GREAT FALLS,MT,59404,Subchapter S Corporation,46,04/06/2020,Citizens Alliance Bank
"d $350,000-1 million",SK CONSTRUCTION  INC.,32526 McLeod Road,ARLEE,MT,59821,Subchapter S Corporation,53,04/15/2020,First Interstate Bank
"d $350,000-1 million",SLITERS,55 Somers Road,SOMERS,MT,59932,Corporation,48,04/05/2020,Glacier Bank
"d $350,000-1 million",SMITH-GOCKE VETERINARY SERVICES,1530 Popelka Dr,BILLINGS,MT,59105,Subchapter S Corporation,47,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",SOCATI MONTANA LLC,5840 Expressway,MISSOULA,MT,59808,Limited  Liability Company(LLC),42,04/30/2020,Celtic Bank Corporation
"d $350,000-1 million",SOMONT OIL CO INC,92 Oilmont Hwy,OILMONT,MT,59466,Corporation,34,04/06/2020,The First State Bank of Shelby
"d $350,000-1 million",SOUTH CENTRAL MONTANA REGIONAL MENTAL HEALTH CENTER,2125 8th Ave N,BILLINGS,MT,59101,Non-Profit Organization,94,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",SPANISH PEAKS MOUNTAIN CLUB,181 Clubhouse Fork,BIG SKY,MT,59716,Limited  Liability Company(LLC),370,04/11/2020,First Interstate Bank
"d $350,000-1 million",SPIKA DESIGN AND MANUFACTURING INC.,254 COTTONWOOD CREEK RD,LEWISTOWN,MT,59457,Corporation,55,04/06/2020,Opportunity Bank of Montana
"d $350,000-1 million","SPORTS, INC.",333 2ND AVE N,LEWISTOWN,MT,59457,Corporation,42,04/14/2020,"U.S. Bank, National Association"
"d $350,000-1 million",SPRING MEADOW RESOURCES INC,2850 BROADWATER AVE,HELENA,MT,59602,Corporation,125,06/26/2020,Glacier Bank
"d $350,000-1 million",SPUR OIL INC,40 27th Street West 27TH ST,BILLINGS,MT,59102,Corporation,60,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million","STAGE FX, INC",184 MCNALEY RD,COLUMBUS,MT,59019,Subchapter S Corporation,50,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",STAHLY ENGINEERING & ASSOCIATES,3530 Centennial Drive,HELENA,MT,59601,Employee Stock Ownership Plan(ESOP),50,04/04/2020,Opportunity Bank of Montana
"d $350,000-1 million",STALEYS TIRE AND AUTOMOTIVE INC,1245 CENTRAL AVE,BILLINGS,MT,59102,Corporation,29,04/03/2020,Glacier Bank
"d $350,000-1 million","STAR PRINTING COMPANY, INC.",401 S Maint Street,LIVINGSTON,MT,59047,Corporation,159,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million",STAR SERVICE INC,26 S 24TH W,BILLINGS,MT,59102,Corporation,30,04/07/2020,Glacier Bank
"d $350,000-1 million","STEADMAN'S HARDWARE, INC.",611 S HAYNES AVE,MILES CITY,MT,59301,Corporation,44,04/05/2020,Stockman Bank of Montana
"d $350,000-1 million",STEEL ETC HOLDING COMPANY,1408 52ND ST North,GREAT FALLS,MT,59405,Subchapter S Corporation,46,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",STEP ABOVE MANAGEMENT LLC,PO BOX 87,EAST HELENA,MT,59635,Limited  Liability Company(LLC),34,06/30/2020,Glacier Bank
"d $350,000-1 million",STONE CHILD COLLEGE CORPORATION,8294 Upper Box Elder Road,BOX ELDER,MT,59521,Non-Profit Organization,63,04/28/2020,Stockman Bank of Montana
"d $350,000-1 million",STORY DISTRIBUTING INC,300 E. GRIFFIN DR,BOZEMAN,MT,59715,Corporation,115,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million","SUMMIT AVIATION, INC",490 Wings Way,BELGRADE,MT,59714,Subchapter S Corporation,44,04/03/2020,American Bank
"d $350,000-1 million",SUMMIT ENERGY GROUP LLC,2161 STEWART LOOP,BOZEMAN,MT,59718,Subchapter S Corporation,30,04/06/2020,Glacier Bank
"d $350,000-1 million",SUMMIT MANAGEMENT GROUP INC,283 W FRONT ST,MISSOULA,MT,59802,Corporation,65,04/04/2020,Glacier Bank
"d $350,000-1 million",SUMMIT OPTICAL LLP,1620 Aspen Street,HELENA,MT,59601,Partnership,46,04/10/2020,First Interstate Bank
"d $350,000-1 million",SUMMIT RANCH INC.,1605 DANIELSON RD,KALISPELL,MT,59901,Non-Profit Organization,0,04/07/2020,Glacier Bank
"d $350,000-1 million",SUMMIT RESOURCE INTERNATIONAL LLC,"2310 University Way, Suite 3-1",BOZEMAN,MT,59718,Limited  Liability Company(LLC),70,04/07/2020,Rocky Mountain Bank
"d $350,000-1 million",SUMMIT ROOFING INC.,9550 DERBY DR,MISSOULA,MT,59808,Subchapter S Corporation,31,04/03/2020,"First Montana Bank, Inc."
"d $350,000-1 million","SUN MOUNTAIN LOGGING, LLC",1212 Railroad Street,DEER LODGE,MT,59722,Limited  Liability Company(LLC),33,04/04/2020,Ascent Bank
"d $350,000-1 million","SUTEY OIL COMPANY, INC.",2000 Holmes Ave.,BUTTE,MT,59701,Corporation,137,04/13/2020,BLC Community Bank
"d $350,000-1 million",SWEETWATER BUTTE OPCO LLC,2400 CONTINENTAL DR,BUTTE,MT,59701,Limited  Liability Company(LLC),0,04/28/2020,Pacific Western Bank
"d $350,000-1 million",SWEETWATER DILLION OPCO LLC,200 N OREGON ST,DILLON,MT,59725,Limited  Liability Company(LLC),0,04/28/2020,Pacific Western Bank
"d $350,000-1 million",SWEETWATER YV CHOLLO OPCO LLC,200 N OREGON ST,DILLON,MT,59725,Limited  Liability Company(LLC),91,04/28/2020,Pacific Western Bank
"d $350,000-1 million",SWIM LLC,730 BOARDWALK AVE,BOZEMAN,MT,59718,Partnership,26,04/10/2020,First Interstate Bank
"d $350,000-1 million",SXNQELS L SUWECM - KSULILMUMAL AKALMUKWAITS INC.,110 MAIN ST Suite 304,POLSON,MT,59860,Corporation,29,04/09/2020,Eagle Bank
"d $350,000-1 million",SYNESIS 7,220 N. Alaska,BUTTE,MT,59701,Corporation,31,04/07/2020,"Granite Mountain Bank, Inc."
"d $350,000-1 million","T C GLASS DISTRIBUTOR, INC.",1019 8th Ave N,GREAT FALLS,MT,59401,Corporation,53,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million","T.P. CONSTRUCTION, INC.",3301 US HIGHWAY 2 NW,HAVRE,MT,59501,Subchapter S Corporation,42,04/14/2020,Independence Bank
"d $350,000-1 million","TABISH BROTHERS DISTRIBUTORS, INC.",1002 E. BROADWAY ST,MISSOULA,MT,59802,Corporation,80,04/06/2020,Glacier Bank
"d $350,000-1 million","TAMARACK PUBLIC HOUSE, LLC",105 Blacktail Road,LAKESIDE,MT,59922,Limited  Liability Company(LLC),50,04/03/2020,Independence Bank
"d $350,000-1 million",TAMBLYN GROUP LLC,1621 SOUTH AVE W,MISSOULA,MT,59801,Limited  Liability Company(LLC),61,04/03/2020,Glacier Bank
"d $350,000-1 million","TC HOTEL 1, LLC",145 Town Center Ave,BIG SKY,MT,59716,Limited  Liability Company(LLC),46,04/10/2020,First Interstate Bank
"d $350,000-1 million","TC RANCH, L.L.C.",5551 West FORK RD,DARBY,MT,59829,Limited  Liability Company(LLC),95,04/04/2020,Glacier Bank
"d $350,000-1 million",TDC-SHILOH PC,1002 Shiloh Crossing Blvd,BILLINGS,MT,59102,Corporation,39,04/14/2020,First Interstate Bank
"d $350,000-1 million",TELMON INC,22 2ND AVE W Ste 1400,KALISPELL,MT,59901,Corporation,33,04/04/2020,TrailWest Bank
"d $350,000-1 million","TENDERNEST, LLC",4040 Parkhill,BILLINGS,MT,59106,Limited  Liability Company(LLC),95,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",THE CHILDREN'S CLINIC OF BILLINGS INC,3401 Avenue E,BILLINGS,MT,59102,Corporation,41,04/13/2020,First Interstate Bank
"d $350,000-1 million",THE EMPLOYMENT SOURCE,2040 ROSEBUD DR Suite #3,BILLINGS,MT,59102,Subchapter S Corporation,111,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",THE FEDERAL DEFENDERS OF MONTANA,104 2nd Street South Suite 301,GREAT FALLS,MT,59401,Non-Profit Organization,29,05/20/2020,First Interstate Bank
"d $350,000-1 million",THE FLOORING PLACE INC,1891 Boothill Ct,BOZEMAN,MT,59715,Corporation,80,04/03/2020,American Bank
"d $350,000-1 million",THE LIVING CENTRE,63 MAIN ST,STEVENSVILLE,MT,59870,Corporation,74,04/03/2020,Glacier Bank
"d $350,000-1 million",THE PRISONER LLC,29 E. MAIN ST,BOZEMAN,MT,59715,Limited  Liability Company(LLC),61,04/10/2020,Opportunity Bank of Montana
"d $350,000-1 million",THE PURITANS,2008 Livingston Avenue,MISSOULA,MT,59801,Subchapter S Corporation,91,04/11/2020,First Interstate Bank
"d $350,000-1 million",THE THIRD ELEMENT INC,3116 LYNDALE AVE,HELENA,MT,59601,Corporation,36,04/04/2020,Opportunity Bank of Montana
"d $350,000-1 million",THE UNIVERSITY OF MONTANA FOUNDATION,950 Arthur Avenue,MISSOULA,MT,59801,Non-Profit Organization,56,04/15/2020,First Interstate Bank
"d $350,000-1 million","THE ZANERAY GROUP, INC.",215 1st Street,WHITEFISH,MT,59937,Corporation,31,04/28/2020,First Interstate Bank
"d $350,000-1 million",THOMPSON RIVER LUMBER COMPANY OF MONTANA INC,241 AIRPORT RD,THOMPSON FALLS,MT,59873,Corporation,71,04/14/2020,First Interstate Bank
"d $350,000-1 million",TINTINA MONTANA INC.,PO Box 432,WHITE SULPHUR SPRINGS,MT,59645,Corporation,20,04/10/2020,Bank of the Rockies
"d $350,000-1 million","TMC, INC",22540 Frontage Road,BELGRADE,MT,59714,Subchapter S Corporation,38,04/11/2020,First Interstate Bank
"d $350,000-1 million",TOOLE COUNTY,640 Park Ave,SHELBY,MT,59474,Corporation,75,04/27/2020,The First State Bank of Shelby
"d $350,000-1 million","TOP HAT PAYROLL, LLC","131 S HIGGINS AVE, SUITE 2-1",MISSOULA,MT,59802,Limited  Liability Company(LLC),456,04/08/2020,First Interstate Bank
"d $350,000-1 million",TOP TIER-COLORADO LLC,223 E MAIN ST,MISSOULA,MT,59802,Limited  Liability Company(LLC),180,04/15/2020,TrailWest Bank
"d $350,000-1 million",TOTAL ELECTRIC OF MONTANA LLC,"7 Business Park Rd., Ste 1",LIVINGSTON,MT,59047,Limited  Liability Company(LLC),41,04/04/2020,Opportunity Bank of Montana
"d $350,000-1 million","TRADE RISK GUARANTY BROKERAGE SERVICES, LLC",211 E MAIN ST,BOZEMAN,MT,59715,Limited  Liability Company(LLC),36,04/30/2020,"JPMorgan Chase Bank, National Association"
"d $350,000-1 million","TRANSPORT EQUIPMENT, INC.",9300 INSPIRATION DR,MISSOULA,MT,59808,Corporation,62,04/03/2020,Glacier Bank
"d $350,000-1 million",TREASURE STATE INC,560 Cloverhitch Rd.,BELGRADE,MT,59714,Corporation,30,04/04/2020,Opportunity Bank of Montana
"d $350,000-1 million",TREASURE VALLEY SALONS LLC,5 MICROWAVE HILL RD STE C,CLANCY,MT,59634,Limited  Liability Company(LLC),93,04/14/2020,Glacier Bank
"d $350,000-1 million",TREBRO HOLDING INC,6840 South Frontage,BILLINGS,MT,59101,Corporation,48,04/09/2020,Stockman Bank of Montana
"d $350,000-1 million","TRI-STATE TRUCK & EQUIPMENT, INC.",5250 MIDLAND RD,BILLINGS,MT,59101,Subchapter S Corporation,68,04/15/2020,"U.S. Bank, National Association"
"d $350,000-1 million",TRIBAL ENERGY RESOURCE  LLC,335 Spokane Avenue,KALISPELL,MT,59901,Subchapter S Corporation,19,04/15/2020,First Interstate Bank
"d $350,000-1 million","TRICON COMMERCIAL CONTRACTING, LLC",175 Hutton Ranch Road Suite 203,KALISPELL,MT,59901,Subchapter S Corporation,24,04/08/2020,Three Rivers Bank of Montana
"d $350,000-1 million","TRIPLE S BUILDING CENTER, INC.",100 FRONT ST,BUTTE,MT,59701,Corporation,41,04/04/2020,"First Montana Bank, Inc."
"d $350,000-1 million",TRISTATE SALONS LLC,5 MICROWAVE HILL RD STE C,CLANCY,MT,59634,Limited  Liability Company(LLC),131,04/14/2020,Glacier Bank
"d $350,000-1 million",TRUST T TRUCKING INC,12903 COUNTY ROAD 345,SIDNEY,MT,59270,Subchapter S Corporation,24,04/07/2020,The Yellowstone Bank
"d $350,000-1 million",UNDERRINER MOTORS INC,3643 PIERCE PKWY,BILLINGS,MT,59106,Corporation,68,04/04/2020,Glacier Bank
"d $350,000-1 million",UNITED STATES ANTIMONY CORPORATION,47 Cox Gulch,THOMPSON FALLS,MT,59873,Corporation,36,04/15/2020,Glacier Bank
"d $350,000-1 million",UNIVERSAL ATHLETIC SERVICES IN,912 North 7th Avenue,BOZEMAN,MT,59715,Corporation,88,04/07/2020,First Interstate Bank
"d $350,000-1 million",US TOWER SERVICES INC,4515 HILLVIEW WAY,MISSOULA,MT,59803,Corporation,60,04/06/2020,Glacier Bank
"d $350,000-1 million","UTILITY MAPPING SERVICES, INC",9 LEGAL TENDER LANE,CLANCY,MT,59634,Corporation,32,04/27/2020,Glacier Bank
"d $350,000-1 million",VAC-U-JET SEPTIC AND SUMP SERVICE INC,17960 BEARGRASS MOUNTAIN RD,MISSOULA,MT,59808,Subchapter S Corporation,20,04/05/2020,First Security Bank of Deer Lodge
